Textos_espanol,sdg
"El uso de dichos datos por parte de la OCDE es sin perjuicio del estado de los Altos del Golán, Jerusalén Este y los asentamientos israelíes en Cisjordania según los términos del derecho internacional. Cerrar esta brecha generaría mejoras en el bienestar de las mujeres individuales y de la sociedad en su conjunto. Esta opinión está respaldada por muchos estudios basados ​​en muestras pequeñas y respuestas autoinformadas (OCDE/CE, 2017). Sin embargo, Saridakis et al. (Tales diferencias pueden explicarse en parte por diferentes motivaciones y los diferentes sectores en los que operan las mujeres empresarias.",5
"Sin embargo, es esencial garantizar mandatos claros y poderosos, recursos suficientes y liderazgo político para que estas instituciones coloquen las consideraciones de género de manera efectiva en la parte superior de la agenda política. Alrededor de la mitad de los países de la OCDE también se ocupan de cuestiones de género como parte de las carteras más amplias de los ministerios (por ejemplo, la República Checa, Finlandia, Alemania, Grecia, Irlanda, Noruega, la República Eslovaca, España, Suecia y Suiza). En Argelia, una institución principal de género centralizada administrativamente se coordina con secciones geográficamente descentralizadas. A nivel local, existen oficinas de secciones sociales en cada wilaya (provincia) de Argelia con el fin de mejorar la situación de las familias y las mujeres.",5
"Las medidas para empoderar a las mujeres también deben llegar a las nuevas generaciones de mujeres de las que se espera que desempeñen un papel político más importante. Como señaló la jefa de una agencia de cooperación europea, ""una mayor participación de las mujeres en el desarrollo de políticas del sector agrícola, comercial y financiero, y una mayor participación en el diseño de políticas de desarrollo económico local ayudarían a garantizar un mejor acceso de las mujeres a los medios de producción"". , mercados, finanzas y conexiones políticas que ayudarían a desarrollar sus negocios” (Entrevista 3, 2018). Para la directora de una organización regional africana, la paridad en esta área implica ""La introducción de módulos sobre liderazgo en cursos escolares y universitarios y un aumento en la conciencia de los líderes de opinión sobre el papel político que pueden desempeñar las mujeres y las limitaciones que enfrentan"" ( Entrevista 31, 2018).",5
"Esto está frecuentemente relacionado con el matrimonio precoz, la maternidad y otras responsabilidades de cuidado. Incluso cuando ingresan al mercado laboral, es más probable que las mujeres se vean confinadas a los trabajos más vulnerables, con frecuencia en el sector informal. Esto sugiere que abordar las barreras que limitan el acceso de las niñas y las mujeres a la educación y las oportunidades de empleo probablemente tendría efectos positivos, entre otros, también en la reducción de la brecha de género en la educación financiera, mejorando así el empoderamiento financiero de las mujeres. y bienestar",5
"La seguridad del paciente también se implementa a través de mecanismos de acreditación, pero la cultura de seguridad del paciente y la implementación de políticas de seguridad varían. Estos son a menudo iniciados por la Asociación Danesa de Seguridad del Paciente. Se han establecido cuatro programas importantes para garantizar la seguridad del paciente: el Estudio Danés de Eventos Adversos en 2001, la Sociedad Danesa para la Seguridad del Paciente (DSFP), el Programa Danés de Hospitales Más Seguros y el Sistema Nacional de notificación de eventos adversos.",3
"A medida que la comunidad mundial define los Objetivos de Desarrollo Sostenible (ODS) para la era posterior a 2015, hace un balance y extrae lecciones de las experiencias políticas en todo el mundo para trazar una agenda de acción con visión de futuro. Este Informe se basa en experiencias, evidencia y análisis de diversos contextos nacionales y regionales para responder a esta pregunta. Revisa los logros de las mujeres en la obtención de la igualdad ante la ley, el acceso a la educación y otros servicios sociales, en el aumento de su visibilidad como actores políticos, en la participación en el trabajo remunerado y sus beneficios, y en un mayor reconocimiento público de la escala y la gravedad de la violencia que sufren. experiencia. Pero también pregunta por qué el progreso para garantizar el disfrute práctico de una variedad de derechos económicos y sociales por parte de las mujeres ha sido tan lento y desigual entre países y entre grupos sociales.",5
"Se informan a nivel de escuela, se comparan con los promedios nacionales y municipales y se ajustan por las características de los estudiantes, para la gestión y mejora de la escuela. Existe un amplio margen para mejorar el uso de los recursos de evaluación bien desarrollados de Lituania, incluido el uso ampliado por parte de los directores y maestros escolares con el fin de mejorar la gestión escolar y las prácticas de instrucción, y por parte de las autoridades fuera de las escuelas que son responsables de la evaluación externa. seguro de calidad. Lituania ha establecido una participación universal efectiva en una evaluación nacional basada en criterios en los grados 4, 6 y 8. Ahora debe concluir su uso de la Encuesta Nacional de Rendimiento Estudiantil, incorporando a su sistema de evaluación aquellos componentes de la Encuesta Nacional, como como cuestionarios para docentes y alumnos, que brindan información que los docentes, los directores de escuela y otras partes interesadas consideran valiosa.",4
"La flexibilidad de las garantías es un elemento importante para las mujeres, porque los bienes, en particular la tierra, son tradicionalmente propiedad de los hombres. En 2007, el banco comercial Development Finance Company of Uganda, junto con la IFC y la Asociación de Mujeres Empresarias de Uganda, lanzaron el Programa de Mujeres Empresarias. Su enfoque especial en las PYME proporciona préstamos a mujeres empresarias sin requerir tierras como garantía"".",5
"Se puede acceder al texto de esta recomendación en htln://www.un.org/womenwatch/daw/cedaw/recommendations/General%20recommendalion%2025%20(English).ndf. La proporción de mujeres en los parlamentos de la región árabe ha aumentado en general desde 1995 (Cuadro 2). Ha alcanzado más del 25 por ciento en Argelia, Irak, Mauritania, Sudán y Túnez, mostrando un aumento significativo después de la adopción de cuotas de género en estos países. Sin embargo, siguen existiendo grandes disparidades en la participación de las mujeres en toda la región, y la presencia de mujeres en el parlamento es casi nula en al menos siete países (Comoras, Egipto, Kuwait, Líbano, Omán, Qatar y Yemen).",5
"""No especialista"" incluye médico general, farmacéutico, enfermero, trabajador social u ""alguien más"". â€œ Cualquierâ€ tratamiento incluye tratamiento por especialista o no especialista. Este resultado se aplica a la proporción que buscó algún tratamiento, independientemente del proveedor específico, así como a la proporción que buscó ayuda de especialistas en salud mental (p. ej., psiquiatras).",3
"En primer lugar, las remesas y otros beneficios para el hogar y la comunidad hacen que los beneficios de la emigración femenina sean más evidentes, lo que a su vez crea incentivos para aumentar la capacidad de las mujeres para migrar mediante la mejora del acceso de las mujeres a las oportunidades, los recursos y el poder. Por ejemplo, las mujeres que envían remesas ganan más respeto dentro de su familia y comunidad (Jolly y Reeves, 2005). Además, es menos probable que los padres que dependen de las remesas de sus hijas las obliguen a regresar a casa para casarse (Temin et al.,",5
